pF,time,sample
270.100006103516,2018-02-16T08:54:45.225,556
270.200012207031,2018-02-16T08:54:45.265,557
270.600006103516,2018-02-16T08:54:45.307,558
270.800018310547,2018-02-16T08:54:45.348,559
271.200012207031,2018-02-16T08:54:45.389,560
271.5,2018-02-16T08:54:45.431,561
271.899993896484,2018-02-16T08:54:45.472,562
272.200012207031,2018-02-16T08:54:45.513,563
272.300018310547,2018-02-16T08:54:45.555,564
272.5,2018-02-16T08:54:45.596,565
272.5,2018-02-16T08:54:45.637,566
272.600006103516,2018-02-16T08:54:45.678,567
272.600006103516,2018-02-16T08:54:45.720,568
272.5,2018-02-16T08:54:45.761,569
272.5,2018-02-16T08:54:45.802,570
272.5,2018-02-16T08:54:45.843,571
272.300018310547,2018-02-16T08:54:45.884,572
271.899993896484,2018-02-16T08:54:45.926,573
271.700012207031,2018-02-16T08:54:45.967,574
271.100006103516,2018-02-16T08:54:46.008,575
271.0,2018-02-16T08:54:46.049,576
271.0,2018-02-16T08:54:46.091,577
271.0,2018-02-16T08:54:46.132,578
270.899993896484,2018-02-16T08:54:46.173,579
270.899993896484,2018-02-16T08:54:46.214,580
270.800018310547,2018-02-16T08:54:46.256,581
270.800018310547,2018-02-16T08:54:46.297,582
270.800018310547,2018-02-16T08:54:46.338,583
270.5,2018-02-16T08:54:46.379,584
270.200012207031,2018-02-16T08:54:46.421,585
270.200012207031,2018-02-16T08:54:46.462,586
270.100006103516,2018-02-16T08:54:46.503,587
270.100006103516,2018-02-16T08:54:46.544,588
269.700012207031,2018-02-16T08:54:46.586,589
269.600006103516,2018-02-16T08:54:46.627,590
269.600006103516,2018-02-16T08:54:46.668,591
269.399993896484,2018-02-16T08:54:46.709,592
268.899993896484,2018-02-16T08:54:46.750,593
268.899993896484,2018-02-16T08:54:46.792,594
268.700012207031,2018-02-16T08:54:46.833,595
268.700012207031,2018-02-16T08:54:46.874,596
268.700012207031,2018-02-16T08:54:46.915,597
268.5,2018-02-16T08:54:46.957,598
268.399993896484,2018-02-16T08:54:46.998,599
